"Labour force characteristics by gender and detailed age group, monthly, unadjusted for seasonality 1 2"
"Frequency: Monthly"
"Table: 14-10-0017-01 (formerly CANSIM 282-0001)"
"Release date: 2026-02-06"
"Geography: Canada, Province or territory"
""
""

,,,"Labour force characteristics","Employment 6  (x 1,000)","Unemployment rate 7"
"Geography 3","Gender 4 5","Age group","Reference period"
,,,,"Persons in thousands","Percent"
"Newfoundland and Labrador","Total - Gender","15 years and over","January 2016","220.7","16.7"
,,,"August 2022","496.6","8.1"
,,,"September 2022","496.9","5.6"
,,,"October 2022","496.4","6.4"
,,,"November 2022","498.9","5.5"
,,,"December 2022","498.0","5.9"
,,,"January 2023","493.4","5.6"
,,,"February 2023","492.8","6.3"
,,,"March 2023","494.7","6.4"
,,,"April 2023","500.1","6.7"
,,,"May 2023","509.1","5.4"
,,,"June 2023","515.5","6.0"
,,,"July 2023","512.7","7.7"
,,,"August 2023","505.4","7.5"
,,,"September 2023","503.5","6.5"
,,,"October 2023","512.1","6.1"
,,,"November 2023","509.7","6.5"
,,,"December 2023","514.1","5.6"
,,,"January 2024","508.2","7.4"
,,,"February 2024","516.3","6.4"
,,,"March 2024","515.5","7.1"
,,,"April 2024","519.3","6.7"
,,,"May 2024","528.5","6.1"
,,,"June 2024","529.9","6.1"
,,,"July 2024","520.0","7.0"
,,,"August 2024","523.6","7.5"
,,,"September 2024","524.4","5.8"
,,,"October 2024","522.6","5.7"
,,,"November 2024","520.5","6.0"
,,,"December 2024","527.4","6.1"
,,,"January 2025","518.1","6.3"
,,,"February 2025","514.6","6.9"
,,,"March 2025","516.9","6.6"
,,,"April 2025","512.7","7.9"
,,,"May 2025","535.6","6.2"
,,,"June 2025","535.9","6.2"
,"Men+",,"January 2016","210.2","12.5"
,,,"February 2016","211.3","12.7"
,,,"March 2016","213.9","12.0"
,,,"April 2016","215.2","11.5"
,,,"May 2016","224.7","9.5"
,,,"June 2016","229.3","8.3"
,,,"July 2016","229.8","9.3"
,,,"August 2016","229.3","9.6"
,,,"September 2016","223.4","9.2"
,,,"October 2016","224.9","8.9"
,,,"November 2016","222.6","9.8"
,,,"December 2016","220.1","9.9"
,,,"January 2017","212.2","12.1"
,,,"February 2017","210.8","12.6"
,,,"March 2017","212.4","13.5"
,,,"April 2017","215.0","12.4"
,,,"May 2017","224.7","10.0"
,,,"June 2017","228.0","9.4"
,,,"July 2017","229.4","9.9"
,,,"August 2017","228.4","10.3"
,,,"September 2017","225.3","10.2"
,,,"October 2017","225.9","9.2"
,,,"November 2017","222.6","10.8"
,,,"December 2017","226.7","9.2"
,,,"January 2018","216.2","11.5"
,,,"February 2018","217.0","11.8"
,,,"March 2018","218.0","10.9"
,,,"April 2018","221.6","10.8"
,,,"May 2018","231.2","8.8"
,,,"June 2018","234.7","8.4"
,,,"July 2018","235.5","9.8"
,,,"August 2018","234.9","9.4"
,,,"September 2018","231.2","8.8"
,,,"October 2018","232.3","8.4"
,,,"November 2018","230.7","8.5"
,,,"December 2018","232.6","8.0"
,,,"January 2019","222.5","9.9"
,,,"February 2019","220.5","9.4"
,,,"March 2019","222.5","9.9"
,,,"April 2019","225.4","10.1"
,,,"May 2019","240.1","7.7"
,,,"June 2019","240.4","7.5"
,,,"July 2019","241.6","7.6"
,,,"August 2019","240.9","8.9"
,,,"September 2019","236.1","7.4"
,,,"October 2019","235.0","8.3"
,,,"November 2019","232.8","9.8"
,,,"December 2019","232.8","9.2"
,,,"January 2020","226.2","10.3"
,,,"February 2020","226.7","10.9"
,,,"March 2020","217.4","11.8"
,,,"April 2020","202.1","14.6"
,,,"May 2020","218.1","12.4"
,,,"June 2020","230.7","12.7"
,,,"July 2020","234.5","10.4"
,,,"August 2020","231.5","11.6"
,,,"September 2020","238.4","7.1"
,,,"October 2020","234.9","9.3"
,,,"November 2020","235.1","8.4"
,,,"December 2020","233.0","9.8"
,,,"January 2021","228.9","12.1"
,,,"February 2021","228.3","11.6"
,,,"March 2021","233.6","11.6"
,,,"April 2021","235.8","11.2"
,,,"May 2021","236.9","11.5"
,,,"June 2021","246.9","9.5"
,,,"July 2021","250.2","9.0"
,,,"August 2021","247.9","8.5"
,,,"September 2021","246.6","7.7"
,,,"October 2021","246.8","8.3"
,,,"November 2021","245.4","9.2"
,,,"December 2021","244.4","7.2"
,,,"January 2022","239.5","8.3"
,,,"February 2022","242.8","8.0"
,,,"March 2022","246.0","7.4"
,,,"April 2022","250.7","7.2"
,,,"May 2022","256.8","6.6"
,,,"June 2022","256.1","7.5"
,,,"July 2022","258.1","6.8"
,,,"August 2022","253.2","9.2"
,,,"September 2022","252.4","6.5"
,,,"October 2022","251.9","7.7"
,,,"November 2022","253.2","6.4"
,,,"December 2022","251.5","6.5"
,,,"January 2023","250.1","6.3"
,,,"February 2023","248.8","7.7"
,,,"March 2023","247.6","8.1"
,,,"April 2023","251.7","8.0"
,,,"May 2023","259.4","6.2"
,,,"June 2023","265.9","6.3"
,,,"July 2023","266.9","7.3"
,,,"August 2023","263.4","7.2"
,,,"September 2023","256.5","7.6"
,,,"October 2023","262.7","6.3"
,,,"November 2023","262.6","6.7"
,,,"December 2023","262.6","6.3"
,,,"January 2024","259.0","8.0"
,,,"February 2024","262.0","7.6"
,,,"March 2024","263.1","8.1"
,,,"April 2024","264.0","7.4"
,,,"May 2024","272.0","6.2"
,,,"June 2024","272.5","6.4"
,,,"July 2024","267.1","7.9"
,,,"August 2024","268.9","8.5"
,,,"September 2024","267.7","7.0"
,,,"October 2024","268.9","6.7"
,,,"November 2024","264.5","7.2"
,,,"December 2024","267.3","7.3"
,,,"January 2025","264.0","7.2"
,,,"February 2025","261.8","8.2"
,,,"March 2025","263.9","7.5"
,,,"April 2025","263.8","8.8"
,,,"May 2025","276.7","6.7"
,,,"June 2025","276.7","7.2"
,"Women+",,"January 2016","215.3","7.5"
,,,"February 2016","216.6","7.7"
,,,"March 2016","215.3","8.0"
,,,"April 2016","219.5","6.4"
,,,"May 2016","221.4","6.9"
,,,"June 2016","227.0","5.8"
,,,"July 2016","223.2","6.8"
,,,"August 2016","222.2","7.5"
,,,"September 2016","222.0","5.0"
,,,"October 2016","221.0","5.2"
,,,"November 2016","222.1","5.8"
,,,"December 2016","222.1","6.1"
,,,"January 2017","219.1","6.2"
,,,"February 2017","218.3","6.7"
,,,"March 2017","219.9","7.1"
,,,"April 2017","221.5","6.7"
,,,"May 2017","229.4","5.8"
,,,"June 2017","227.6","6.7"
,,,"July 2017","228.1","5.9"
,,,"August 2017","225.7","7.5"
,,,"September 2017","223.3","5.9"
,,,"October 2017","221.6","6.5"
,,,"November 2017","221.5","6.9"
,,,"December 2017","220.1","6.2"
,,,"January 2018","217.1","7.0"
,,,"February 2018","218.2","7.3"
,,,"March 2018","218.1","7.8"
,,,"April 2018","221.5","5.9"
,,,"May 2018","224.5","5.1"
,,,"June 2018","224.6","5.8"
,,,"July 2018","224.3","5.9"
,,,"August 2018","226.1","8.0"
,,,"September 2018","227.2","4.9"
,,,"October 2018","227.1","5.7"
,,,"November 2018","224.1","5.6"
,,,"December 2018","224.3","5.1"
,,,"January 2019","224.2","5.8"
,,,"February 2019","224.9","6.1"
,,,"March 2019","225.1","5.8"
,,,"April 2019","227.7","6.4"
,,,"May 2019","232.9","5.7"
,,,"June 2019","237.8","5.4"
,,,"July 2019","233.0","6.7"
,,,"August 2019","232.5","8.2"
,,,"September 2019","236.4","5.8"
,,,"October 2019","236.4","6.3"
,,,"November 2019","232.2","6.1"
,,,"December 2019","231.7","6.6"
,,,"January 2020","229.4","6.6"
,,,"February 2020","230.1","7.3"
,,,"March 2020","213.6","9.7"
,,,"April 2020","189.4","12.5"
,,,"May 2020","191.6","16.2"
,,,"June 2020","216.4","12.7"
,,,"July 2020","219.3","10.9"
,,,"August 2020","224.2","9.9"
,,,"September 2020","228.1","6.4"
,,,"October 2020","230.5","6.8"
,,,"November 2020","234.5","4.4"
,,,"December 2020","230.1","6.6"
,,,"January 2021","232.5","6.9"
,,,"February 2021","235.3","6.9"
,,,"March 2021","231.7","8.2"
,,,"April 2021","234.6","6.6"
,,,"May 2021","225.9","9.1"
,,,"June 2021","239.4","6.4"
,,,"July 2021","236.0","7.6"
,,,"August 2021","235.9","8.7"
,,,"September 2021","238.1","6.7"
,,,"October 2021","235.6","6.4"
,,,"November 2021","233.9","7.7"
,,,"December 2021","235.2","7.2"
,,,"January 2022","232.4","6.5"
,,,"February 2022","233.0","5.8"
,,,"March 2022","229.6","7.8"
,,,"April 2022","236.6","5.5"
,,,"May 2022","244.6","5.8"
,,,"June 2022","249.9","4.4"
,,,"July 2022","242.3","5.9"
,,,"August 2022","243.4","6.9"
,,,"September 2022","244.6","4.7"
,,,"October 2022","244.5","5.2"
,,,"November 2022","245.7","4.5"
,,,"December 2022","246.5","5.4"
,,,"January 2023","243.3","5.0"
,,,"February 2023","244.0","4.8"
,,,"March 2023","247.1","4.6"
,,,"April 2023","248.4","5.3"
,,,"May 2023","249.7","4.7"
,,,"June 2023","249.6","5.7"
,,,"July 2023","245.8","8.0"
,,,"August 2023","242.0","7.8"
,,,"September 2023","247.0","5.2"
,,,"October 2023","249.5","5.8"
,,,"November 2023","247.2","6.3"
,,,"December 2023","251.5","4.8"
,,,"January 2024","249.2","6.7"
,,,"February 2024","254.2","5.2"
,,,"March 2024","252.4","6.0"
,,,"April 2024","255.3","6.0"
,,,"May 2024","256.5","5.9"
,,,"June 2024","257.5","5.7"
,,,"July 2024","253.0","5.9"
,,,"August 2024","254.7","6.3"
,,,"September 2024","256.7","4.6"
,,,"October 2024","253.6","4.7"
,,,"November 2024","256.0","4.8"
,,,"December 2024","260.1","4.9"
,,,"January 2025","254.1","5.3"
,,,"February 2025","252.8","5.6"
,,,"March 2025","252.9","5.7"
,,,"April 2025","248.9","6.8"
,,,"May 2025","258.9","5.5"
,,,"June 2025","259.2","5.1"
"New Brunswick","Total - Gender",,"January 2016","341.0","11.0"
,,,"February 2016","337.5","11.7"
,,,"March 2016","339.0","11.9"
,,,"April 2016","345.6","11.5"
,,,"May 2016","362.6","9.8"
,,,"June 2016","372.0","8.6"
,,,"July 2016","372.0","9.7"
,,,"August 2016","372.0","9.0"
,,,"September 2016","368.1","7.9"
,,,"October 2016","364.8","8.6"
,,,"November 2016","359.5","8.6"
,,,"December 2016","356.7","8.7"
,,,"January 2017","346.9","10.0"
,,,"February 2017","346.1","9.9"
,,,"March 2017","347.5","9.9"
,,,"April 2017","347.7","10.8"
,,,"May 2017","365.5","8.6"
,,,"June 2017","371.9","7.1"
,,,"July 2017","371.2","6.8"
,,,"August 2017","370.1","8.0"
,,,"September 2017","365.0","6.5"
,,,"October 2017","364.7","7.1"
,,,"November 2017","357.9","8.1"
,,,"December 2017","358.8","7.6"
,,,"January 2018","343.3","10.3"
,,,"February 2018","347.0","9.5"
,,,"March 2018","348.6","9.3"
,,,"April 2018","351.2","9.4"
,,,"May 2018","368.1","7.8"
,,,"June 2018","374.5","6.7"
,,,"July 2018","370.9","7.5"
,,,"August 2018","371.2","8.4"
,,,"September 2018","367.7","6.7"
,,,"October 2018","363.8","6.1"
,,,"November 2018","359.6","7.7"
,,,"December 2018","353.3","8.2"
,,,"January 2019","345.7","9.6"
,,,"February 2019","348.1","9.8"
,,,"March 2019","351.9","9.2"
,,,"April 2019","350.4","9.6"
,,,"May 2019","369.7","7.7"
,,,"June 2019","376.9","6.8"
,,,"July 2019","367.8","8.8"
,,,"August 2019","375.5","8.6"
,,,"September 2019","371.5","6.4"
,,,"October 2019","365.7","7.1"
,,,"November 2019","359.5","7.6"
,,,"December 2019","358.1","7.0"
,,,"January 2020","352.0","9.3"
,,,"February 2020","355.7","8.3"
,,,"March 2020","336.0","10.8"
,,,"April 2020","302.3","16.5"
,,,"May 2020","334.0","13.9"
,,,"June 2020","368.0","9.8"
,,,"July 2020","363.6","9.9"
,,,"August 2020","365.8","10.0"
,,,"September 2020","362.5","9.0"
,,,"October 2020","361.3","8.9"
,,,"November 2020","359.7","9.6"
,,,"December 2020","357.1","9.5"
,,,"January 2021","351.3","10.7"
,,,"February 2021","349.4","10.8"
,,,"March 2021","351.2","10.9"
,,,"April 2021","357.7","10.3"
,,,"May 2021","371.9","9.5"
,,,"June 2021","377.9","8.3"
,,,"July 2021","372.5","9.1"
,,,"August 2021","371.3","9.5"
,,,"September 2021","371.9","8.0"
,,,"October 2021","370.2","8.0"
,,,"November 2021","367.9","8.4"
,,,"December 2021","362.5","7.5"
,,,"January 2022","348.6","9.9"
,,,"February 2022","355.6","8.2"
,,,"March 2022","359.5","8.3"
,,,"April 2022","368.6","7.7"
,,,"May 2022","384.0","6.9"
,,,"June 2022","391.9","5.2"
,,,"July 2022","385.1","7.2"
,,,"August 2022","389.8","7.1"
,,,"September 2022","386.6","5.6"
,,,"October 2022","384.2","6.2"
,,,"November 2022","376.6","7.0"
,,,"December 2022","376.4","7.4"
,,,"January 2023","368.4","8.4"
,,,"February 2023","374.1","6.8"
,,,"March 2023","376.9","6.6"
,,,"April 2023","378.9","7.1"
,,,"May 2023","397.1","6.0"
,,,"June 2023","401.6","5.3"
,,,"July 2023","399.9","6.2"
,,,"August 2023","400.9","7.8"
,,,"September 2023","393.2","6.4"
,,,"October 2023","393.2","5.5"
,,,"November 2023","391.1","6.3"
,,,"December 2023","387.5","6.5"
,,,"January 2024","380.5","8.4"
,,,"February 2024","383.4","7.8"
,,,"March 2024","383.2","9.0"
,,,"April 2024","396.2","7.4"
,,,"May 2024","408.7","7.1"
,,,"June 2024","417.2","5.8"
,,,"July 2024","410.1","7.0"
,,,"August 2024","414.0","6.8"
,,,"September 2024","405.9","5.3"
,,,"October 2024","408.0","5.4"
,,,"November 2024","399.9","6.7"
,,,"December 2024","392.5","7.8"
,,,"January 2025","387.5","7.7"
,,,"February 2025","389.8","8.2"
,,,"March 2025","391.7","7.6"
,,,"April 2025","395.7","7.3"
,,,"May 2025","418.1","6.3"
,,,"June 2025","423.3","6.5"
,"Men+",,"January 2016","170.6","14.7"
,,,"February 2016","167.1","16.1"
,,,"March 2016","167.0","16.6"
,,,"April 2016","171.2","15.8"
,,,"May 2016","184.3","12.9"
,,,"June 2016","190.4","10.5"
,,,"July 2016","191.9","11.3"
,,,"August 2016","194.2","9.5"
,,,"September 2016","191.1","9.1"
,,,"October 2016","186.5","10.2"
,,,"November 2016","181.7","11.5"
,,,"December 2016","177.9","11.9"
,,,"January 2017","172.5","13.4"
,,,"February 2017","173.2","12.9"
,,,"March 2017","172.7","12.7"
,,,"April 2017","172.8","14.1"
,,,"May 2017","184.1","10.9"
,,,"June 2017","189.9","8.8"
,,,"July 2017","194.0","8.0"
,,,"August 2017","192.2","8.7"
,,,"September 2017","189.0","6.7"
,,,"October 2017","188.9","8.0"
,,,"November 2017","184.5","9.0"
,,,"December 2017","182.0","9.5"
,,,"January 2018","171.9","13.0"
,,,"February 2018","173.2","12.7"
,,,"March 2018","174.2","12.5"
,,,"April 2018","175.7","12.2"
,,,"May 2018","187.3","9.4"
,,,"June 2018","190.8","7.8"
,,,"July 2018","191.8","8.6"
,,,"August 2018","192.4","8.6"
,,,"September 2018","189.3","6.9"
,,,"October 2018","186.8","6.3"
,,,"November 2018","183.8","8.6"
,,,"December 2018","179.5","8.9"
,,,"January 2019","172.1","11.5"
,,,"February 2019","175.3","11.6"
,,,"March 2019","175.6","12.3"
,,,"April 2019","178.5","11.8"
,,,"May 2019","189.9","9.6"
,,,"June 2019","193.9","7.4"
,,,"July 2019","191.9","9.5"
,,,"August 2019","195.9","8.6"
,,,"September 2019","191.2","6.8"
,,,"October 2019","188.3","8.0"
,,,"November 2019","183.5","8.8"
,,,"December 2019","182.2","8.7"
,,,"January 2020","176.0","12.1"
,,,"February 2020","178.1","10.4"
,,,"March 2020","171.1","12.9"
,,,"April 2020","154.4","18.2"
,,,"May 2020","173.4","14.5"
,,,"June 2020","189.6","11.0"
,,,"July 2020","186.5","11.2"
,,,"August 2020","188.3","10.4"
,,,"September 2020","184.5","11.4"
,,,"October 2020","183.9","10.6"
,,,"November 2020","181.4","11.3"
,,,"December 2020","179.3","11.7"
,,,"January 2021","175.9","12.9"
,,,"February 2021","172.1","14.0"
,,,"March 2021","174.4","13.6"
,,,"April 2021","178.3","13.1"
,,,"May 2021","187.6","11.4"
,,,"June 2021","191.1","10.2"
,,,"July 2021","192.1","10.1"
,,,"August 2021","192.8","9.1"
,,,"September 2021","192.2","8.2"
,,,"October 2021","191.7","6.9"
,,,"November 2021","187.8","8.9"
,,,"December 2021","182.4","8.3"
,,,"January 2022","176.0","10.0"
,,,"February 2022","176.2","9.6"
,,,"March 2022","179.3","10.5"
,,,"April 2022","184.7","9.6"
,,,"May 2022","194.3","7.7"
,,,"June 2022","200.6","5.5"
,,,"July 2022","197.4","7.8"
,,,"August 2022","203.7","6.9"
,,,"September 2022","199.5","6.6"
,,,"October 2022","195.8","8.0"
,,,"November 2022","191.4","8.2"
,,,"December 2022","189.1","9.0"
,,,"January 2023","183.0","10.7"
,,,"February 2023","184.5","9.0"
,,,"March 2023","187.1","8.7"
,,,"April 2023","189.0","10.0"
,,,"May 2023","202.6","7.4"
,,,"June 2023","205.3","6.3"
,,,"July 2023","206.0","7.0"
,,,"August 2023","206.9","7.9"
,,,"September 2023","200.8","7.7"
,,,"October 2023","202.4","6.6"
,,,"November 2023","199.0","7.5"
,,,"December 2023","195.8","7.9"
,,,"January 2024","191.0","10.6"
,,,"February 2024","191.7","9.8"
,,,"March 2024","190.0","12.2"
,,,"April 2024","199.6","9.2"
,,,"May 2024","209.6","7.6"
,,,"June 2024","213.0","7.4"
,,,"July 2024","211.2","7.5"
,,,"August 2024","214.5","7.1"
,,,"September 2024","207.8","6.6"
,,,"October 2024","211.0","6.2"
,,,"November 2024","202.9","8.0"
,,,"December 2024","198.3","9.1"
,,,"January 2025","195.9","9.6"
,,,"February 2025","198.6","9.7"
,,,"March 2025","197.5","9.9"
,,,"April 2025","200.8","9.8"
,,,"May 2025","214.6","7.5"
,,,"June 2025","218.4","7.4"
,"Women+",,"January 2016","170.5","7.0"
,,,"February 2016","170.4","7.0"
,,,"March 2016","172.0","6.9"
,,,"April 2016","174.4","6.9"
,,,"May 2016","178.3","6.4"
,,,"June 2016","181.5","6.6"
,,,"July 2016","180.1","7.8"
,,,"August 2016","177.8","8.5"
,,,"September 2016","177.1","6.6"
,,,"October 2016","178.3","6.9"
,,,"November 2016","177.8","5.5"
,,,"December 2016","178.7","5.2"
,,,"January 2017","174.3","6.3"
,,,"February 2017","173.0","6.6"
,,,"March 2017","174.8","6.8"
,,,"April 2017","174.9","7.3"
,,,"May 2017","181.4","6.2"
,,,"June 2017","182.0","5.3"
,,,"July 2017","177.2","5.4"
,,,"August 2017","177.9","7.2"
,,,"September 2017","176.0","6.4"
,,,"October 2017","175.9","6.2"
,,,"November 2017","173.4","7.1"
,,,"December 2017","176.8","5.6"
,,,"January 2018","171.4","7.5"
,,,"February 2018","173.9","6.1"
,,,"March 2018","174.4","5.9"
,,,"April 2018","175.5","6.5"
,,,"May 2018","180.8","6.1"
,,,"June 2018","183.7","5.6"
,,,"July 2018","179.0","6.3"
,,,"August 2018","178.8","8.3"
,,,"September 2018","178.4","6.5"
,,,"October 2018","177.0","6.0"
,,,"November 2018","175.8","6.7"
,,,"December 2018","173.8","7.4"
,,,"January 2019","173.5","7.6"
,,,"February 2019","172.8","7.9"
,,,"March 2019","176.3","5.9"
,,,"April 2019","171.9","7.2"
,,,"May 2019","179.8","5.6"
,,,"June 2019","182.9","6.2"
,,,"July 2019","176.0","8.0"
,,,"August 2019","179.5","8.7"
,,,"September 2019","180.4","5.9"
,,,"October 2019","177.4","6.1"
,,,"November 2019","176.1","6.2"
,,,"December 2019","175.9","5.1"
,,,"January 2020","176.0","6.2"
,,,"February 2020","177.6","6.1"
,,,"March 2020","164.8","8.4"
,,,"April 2020","147.9","14.7"
,,,"May 2020","160.6","13.1"
,,,"June 2020","178.4","8.6"
,,,"July 2020","177.0","8.5"
,,,"August 2020","177.5","9.5"
,,,"September 2020","178.0","6.3"
,,,"October 2020","177.3","7.0"
,,,"November 2020","178.3","7.9"
,,,"December 2020","177.8","7.1"
,,,"January 2021","175.4","8.3"
,,,"February 2021","177.3","7.4"
,,,"March 2021","176.8","8.2"
,,,"April 2021","179.4","7.4"
,,,"May 2021","184.3","7.4"
,,,"June 2021","186.8","6.3"
,,,"July 2021","180.4","8.0"
,,,"August 2021","178.5","10.0"
,,,"September 2021","179.7","7.9"
,,,"October 2021","178.5","9.1"
,,,"November 2021","180.1","7.8"
,,,"December 2021","180.1","6.6"
,,,"January 2022","172.6","9.8"
,,,"February 2022","179.5","6.8"
,,,"March 2022","180.2","6.0"
,,,"April 2022","183.9","5.7"
,,,"May 2022","189.7","6.1"
,,,"June 2022","191.3","4.9"
,,,"July 2022","187.7","6.6"
,,,"August 2022","186.1","7.3"
,,,"September 2022","187.1","4.5"
,,,"October 2022","188.4","4.2"
,,,"November 2022","185.2","5.7"
,,,"December 2022","187.3","5.8"
,,,"January 2023","185.5","5.9"
,,,"February 2023","189.6","4.4"
,,,"March 2023","189.9","4.5"
,,,"April 2023","189.9","4.0"
,,,"May 2023","194.5","4.4"
,,,"June 2023","196.4","4.1"
,,,"July 2023","193.9","5.3"
,,,"August 2023","194.0","7.7"
,,,"September 2023","192.3","5.0"
,,,"October 2023","190.8","4.3"
,,,"November 2023","192.0","5.1"
,,,"December 2023","191.8","5.0"
,,,"January 2024","189.5","6.1"
,,,"February 2024","191.7","5.7"
,,,"March 2024","193.1","5.7"
,,,"April 2024","196.5","5.5"
,,,"May 2024","199.1","6.6"
,,,"June 2024","204.2","4.1"
,,,"July 2024","198.9","6.5"
,,,"August 2024","199.5","6.5"
,,,"September 2024","198.2","3.9"
,,,"October 2024","197.0","4.5"
,,,"November 2024","197.0","5.2"
,,,"December 2024","194.2","6.5"
,,,"January 2025","191.6","5.8"
,,,"February 2025","191.3","6.5"
,,,"March 2025","194.2","5.2"
,,,"April 2025","194.9","4.6"
,,,"May 2025","203.5","5.0"
,,,"June 2025","205.0","5.6"
"Quebec","Total - Gender",,"January 2016","3,922.3","8.8"
,,,"February 2016","3,947.6","8.5"
,,,"March 2016","3,940.6","8.7"
,,,"April 2016","3,969.4","8.7"
,,,"May 2016","4,094.9","7.1"
,,,"June 2016","4,142.9","6.7"
,,,"July 2016","4,139.7","7.1"
,,,"August 2016","4,123.4","7.4"
,,,"September 2016","4,139.3","6.1"
,,,"October 2016","4,129.3","6.0"
,,,"November 2016","4,119.8","5.6"
,,,"December 2016","4,094.0","6.3"
,,,"January 2017","4,034.1","7.3"
,,,"February 2017","4,036.5","7.1"
,,,"March 2017","4,058.8","6.8"
,,,"April 2017","4,071.1","6.9"
,,,"May 2017","4,171.4","5.8"
,,,"June 2017","4,254.1","5.8"
,,,"July 2017","4,266.2","5.8"
,,,"August 2017","4,229.0","6.7"
,,,"September 2017","4,213.2","5.3"
,,,"October 2017","4,226.6","5.7"
,,,"November 2017","4,210.6","5.0"
,,,"December 2017","4,210.0","5.1"
,,,"January 2018","4,155.4","6.1"
,,,"February 2018","4,145.6","6.7"
,,,"March 2018","4,177.7","6.2"
,,,"April 2018","4,190.1","5.8"
,,,"May 2018","4,295.3","5.0"
,,,"June 2018","4,335.7","4.9"
,,,"July 2018","4,314.7","5.2"
,,,"August 2018","4,272.7","6.3"
,,,"September 2018","4,247.5","4.9"
,,,"October 2018","4,262.8","4.7"
,,,"November 2018","4,263.8","4.9"
,,,"December 2018","4,256.6","5.0"
,,,"January 2019","4,182.6","6.0"
,,,"February 2019","4,202.2","5.9"
,,,"March 2019","4,203.1","6.0"
,,,"April 2019","4,264.9","5.1"
,,,"May 2019","4,329.6","4.7"
,,,"June 2019","4,376.8","4.6"
,,,"July 2019","4,387.3","4.6"
,,,"August 2019","4,372.5","5.1"
,,,"September 2019","4,355.0","4.5"
,,,"October 2019","4,341.1","4.5"
,,,"November 2019","4,288.2","4.9"
,,,"December 2019","4,299.9","4.8"
,,,"January 2020","4,231.3","5.6"
,,,"February 2020","4,262.0","5.2"
,,,"March 2020","3,993.4","9.0"
,,,"April 2020","3,457.6","18.7"
,,,"May 2020","3,775.6","13.9"
,,,"June 2020","4,113.6","10.1"
,,,"July 2020","4,168.6","9.2"
,,,"August 2020","4,196.3","9.0"
,,,"September 2020","4,255.6","6.5"
,,,"October 2020","4,223.4","7.0"
,,,"November 2020","4,206.0","6.7"
,,,"December 2020","4,167.0","6.6"
,,,"January 2021","4,003.3","9.4"
,,,"February 2021","4,130.4","7.0"
,,,"March 2021","4,159.5","7.2"
,,,"April 2021","4,154.2","7.0"
,,,"May 2021","4,256.0","6.4"
,,,"June 2021","4,393.4","5.4"
,,,"July 2021","4,356.3","6.2"
,,,"August 2021","4,311.0","6.3"
,,,"September 2021","4,327.3","5.3"
,,,"October 2021","4,347.4","4.8"
,,,"November 2021","4,365.7","4.2"
,,,"December 2021","4,337.0","4.5"
,,,"January 2022","4,194.3","6.0"
,,,"February 2022","4,298.9","4.8"
,,,"March 2022","4,322.5","4.6"
,,,"April 2022","4,318.5","4.6"
,,,"May 2022","4,438.5","4.0"
,,,"June 2022","4,461.7","3.8"
,,,"July 2022","4,457.8","4.2"
,,,"August 2022","4,429.8","4.9"
,,,"September 2022","4,432.9","3.9"
,,,"October 2022","4,456.3","3.7"
,,,"November 2022","4,456.6","3.5"
,,,"December 2022","4,435.8","4.0"
,,,"January 2023","4,424.7","4.9"
,,,"February 2023","4,423.0","4.5"
,,,"March 2023","4,444.7","4.6"
,,,"April 2023","4,456.4","4.4"
,,,"May 2023","4,555.6","3.7"
,,,"June 2023","4,602.3","3.9"
,,,"July 2023","4,590.0","4.7"
,,,"August 2023","4,561.9","4.9"
,,,"September 2023","4,578.6","4.0"
,,,"October 2023","4,564.0","4.6"
,,,"November 2023","4,543.2","4.8"
,,,"December 2023","4,529.7","4.6"
,,,"January 2024","4,461.4","5.4"
,,,"February 2024","4,484.4","5.2"
,,,"March 2024","4,488.3","5.3"
,,,"April 2024","4,517.4","5.1"
,,,"May 2024","4,595.5","4.8"
,,,"June 2024","4,608.0","5.4"
,,,"July 2024","4,583.9","5.7"
,,,"August 2024","4,584.8","6.2"
,,,"September 2024","4,612.7","4.8"
,,,"October 2024","4,619.7","5.2"
,,,"November 2024","4,626.0","5.5"
,,,"December 2024","4,610.3","5.2"
,,,"January 2025","4,551.1","6.2"
,,,"February 2025","4,569.6","5.7"
,,,"March 2025","4,578.9","6.3"
,,,"April 2025","4,613.1","6.2"
,,,"May 2025","4,670.4","5.5"
,,,"June 2025","4,742.3","5.7"
,"Men+",,"January 2016","2,030.1","10.4"
,,,"February 2016","2,037.4","10.6"
,,,"March 2016","2,028.6","10.7"
,,,"April 2016","2,043.4","10.7"
,,,"May 2016","2,142.7","8.0"
,,,"June 2016","2,165.8","7.4"
,,,"July 2016","2,180.9","7.5"
,,,"August 2016","2,182.0","7.1"
,,,"September 2016","2,168.2","6.6"
,,,"October 2016","2,151.8","6.8"
,,,"November 2016","2,156.9","6.2"
,,,"December 2016","2,125.1","7.2"
,,,"January 2017","2,086.8","8.7"
,,,"February 2017","2,085.5","8.4"
,,,"March 2017","2,104.3","8.1"
,,,"April 2017","2,124.8","8.1"
,,,"May 2017","2,200.5","6.2"
,,,"June 2017","2,250.3","5.4"
,,,"July 2017","2,272.6","5.6"
,,,"August 2017","2,247.7","6.1"
,,,"September 2017","2,231.6","5.3"
,,,"October 2017","2,237.9","5.4"
,,,"November 2017","2,230.6","5.1"
,,,"December 2017","2,225.6","5.2"
,,,"January 2018","2,177.3","7.1"
,,,"February 2018","2,170.8","7.3"
,,,"March 2018","2,173.9","7.5"
